game_id,play_id,passer_player_name,passer_player_id,posteam,complete_pass,interception,yards_gained,touchdown,pass_location,pass_length,air_yards,yards_after_catch,shotgun,no_huddle,defteam,posteam_type,yardline_100,side_of_field,down,qtr,half_seconds_remaining,game_half,home_team,away_team,home_score,away_score,target_player_id,target_player_name,had_pass_reception,motion_since_lineset,route_ran,offense_formation,target_x,target_y,time_to_throw
2022091107,911,L.Jackson,00-0034796,BAL,1,0,11,0,right,short,7,4,0,0,NYJ,away,84,BAL,1,1,1013,Half1,NYJ,BAL,9,24,43415,Demarcus Robinson,1,FALSE,OUT,SINGLEBACK,33.11,4.27,3.003
2022091107,935,L.Jackson,00-0034796,BAL,1,0,2,0,left,short,1,1,1,0,NYJ,away,73,BAL,1,1,972,Half1,NYJ,BAL,9,24,47896,Justice Hill,1,TRUE,FLAT,SHOTGUN,37.95,45.22,3.737
2022091107,999,L.Jackson,00-0034796,BAL,0,0,0,0,left,short,6,NA,1,0,NYJ,away,68,BAL,3,2,900,Half1,NYJ,BAL,9,24,53456,Rashod Bateman,0,FALSE,SLANT,SHOTGUN,47.2,39.88,2.056
2022091107,1051,J.Flacco,00-0026158,NYJ,1,0,15,0,left,short,15,0,0,0,BAL,home,71,NYJ,1,2,885,Half1,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,OUT,SINGLEBACK,54.46,49.96,2.97
2022091107,1075,J.Flacco,00-0026158,NYJ,1,0,11,0,left,short,3,8,1,1,BAL,home,56,NYJ,1,2,858,Half1,NYJ,BAL,9,24,53536,Michael Carter,1,FALSE,OUT,SHOTGUN,56.86,39.33,3.21
2022091107,1120,J.Flacco,00-0026158,NYJ,1,0,8,0,right,short,-4,12,1,0,BAL,home,41,BAL,2,2,781,Half1,NYJ,BAL,9,24,53536,Michael Carter,1,TRUE,FLAT,SHOTGUN,64.36,14.41,1.335
2022091107,1165,J.Flacco,00-0026158,NYJ,1,0,6,0,right,short,-3,9,1,0,BAL,home,33,BAL,2,2,700,Half1,NYJ,BAL,9,24,46279,Braxton Berrios,1,TRUE,CROSS,SHOTGUN,73.58,9.44,2.403
2022091107,1194,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,8,NA,1,0,BAL,home,27,BAL,3,2,660,Half1,NYJ,BAL,9,24,53463,Elijah Moore,0,FALSE,HITCH,SHOTGUN,90.79,1.34,2.169
2022091107,1236,L.Jackson,00-0034796,BAL,1,0,5,0,right,short,5,0,1,0,NYJ,away,65,BAL,1,2,651,Half1,NYJ,BAL,9,24,46155,Mark Andrews,1,FALSE,OUT,PISTOL,51.14,3.81,3.194
2022091107,1260,L.Jackson,00-0034796,BAL,1,0,11,0,middle,short,10,1,1,0,NYJ,away,60,BAL,2,2,617,Half1,NYJ,BAL,9,24,46155,Mark Andrews,1,FALSE,HITCH,PISTOL,59.47,21.81,3.17
2022091107,1337,L.Jackson,00-0034796,BAL,0,0,0,0,middle,deep,50,NA,1,0,NYJ,away,51,BAL,3,2,496,Half1,NYJ,BAL,9,24,53456,Rashod Bateman,0,FALSE,GO,SHOTGUN,106.42,23.68,5.206
2022091107,1399,J.Flacco,00-0026158,NYJ,1,0,5,0,left,short,1,4,0,1,BAL,home,75,NYJ,1,2,456,Half1,NYJ,BAL,9,24,53536,Michael Carter,1,FALSE,OUT,SINGLEBACK,36.49,34.6,3.57
2022091107,1445,J.Flacco,00-0026158,NYJ,1,0,6,0,right,short,-4,10,1,0,BAL,home,70,NYJ,2,2,414,Half1,NYJ,BAL,9,24,54501,Breece Hall,1,FALSE,FLAT,SHOTGUN,35.22,17.36,1.554
2022091107,1596,L.Jackson,00-0034796,BAL,0,0,0,0,right,deep,27,NA,1,0,NYJ,away,30,NYJ,1,2,275,Half1,NYJ,BAL,9,24,46155,Mark Andrews,0,FALSE,CROSS,PISTOL,106.12,9.2,3.203
2022091107,1618,L.Jackson,00-0034796,BAL,1,0,5,0,left,short,2,3,1,0,NYJ,away,30,NYJ,2,2,269,Half1,NYJ,BAL,9,24,47896,Justice Hill,1,FALSE,FLAT,SHOTGUN,81.62,39.87,3.193
2022091107,1642,L.Jackson,00-0034796,BAL,1,0,25,1,right,deep,25,0,1,0,NYJ,away,25,NYJ,3,2,231,Half1,NYJ,BAL,9,24,52500,Devin Duvernay,1,FALSE,GO,SHOTGUN,111.66,2.97,2.545
2022091107,1738,J.Flacco,00-0026158,NYJ,1,0,3,0,right,short,-5,8,1,0,BAL,home,48,BAL,1,2,154,Half1,NYJ,BAL,9,24,46279,Braxton Berrios,1,TRUE,CROSS,SHOTGUN,57.28,14.88,1.401
2022091107,1779,J.Flacco,00-0026158,NYJ,1,0,13,0,left,short,5,8,1,0,BAL,home,45,BAL,2,2,120,Half1,NYJ,BAL,9,24,46279,Braxton Berrios,1,FALSE,OUT,SHOTGUN,69.9,36.07,1.935
2022091107,1879,J.Flacco,00-0026158,NYJ,1,0,2,0,right,short,6,-4,1,0,BAL,home,27,BAL,3,2,76,Half1,NYJ,BAL,9,24,46226,Tyler Conklin,1,FALSE,HITCH,SHOTGUN,88.15,18.56,2.002
2022091107,2139,L.Jackson,00-0034796,BAL,0,0,0,0,right,deep,31,NA,1,0,NYJ,away,64,BAL,2,3,1678,Half2,NYJ,BAL,9,24,46155,Mark Andrews,0,FALSE,HITCH,EMPTY,74.98,3.75,5.072
2022091107,2161,L.Jackson,00-0034796,BAL,0,0,0,0,middle,short,5,NA,1,0,NYJ,away,64,BAL,3,3,1670,Half2,NYJ,BAL,9,24,53456,Rashod Bateman,0,FALSE,HITCH,EMPTY,51.2,33.93,3.504
2022091107,2219,J.Flacco,00-0026158,NYJ,1,0,0,0,right,short,-6,6,1,0,BAL,home,85,NYJ,2,3,1616,Half2,NYJ,BAL,9,24,53536,Michael Carter,1,FALSE,SCREEN,SHOTGUN,18.819999999999993,20.14,1.835
2022091107,2243,J.Flacco,00-0026158,NYJ,1,0,9,0,left,short,-3,12,1,0,BAL,home,85,NYJ,3,3,1576,Half2,NYJ,BAL,9,24,53536,Michael Carter,1,TRUE,FLAT,EMPTY,22.459999999999994,31.53,2.936
2022091107,2285,L.Jackson,00-0034796,BAL,1,0,15,0,left,short,-3,18,0,0,NYJ,away,44,NYJ,1,3,1524,Half2,NYJ,BAL,9,24,43362,Kenyan Drake,1,FALSE,SCREEN,SINGLEBACK,62.63,32.18,2.837
2022091107,2406,L.Jackson,00-0034796,BAL,1,0,17,1,middle,deep,17,0,1,0,NYJ,away,17,NYJ,3,3,1340,Half2,NYJ,BAL,9,24,52500,Devin Duvernay,1,FALSE,POST,SHOTGUN,113.65,33.57,3.614
2022091107,2478,J.Flacco,00-0026158,NYJ,0,0,0,0,right,deep,16,NA,1,0,BAL,home,74,NYJ,2,3,1298,Half2,NYJ,BAL,9,24,53463,Elijah Moore,0,FALSE,GO,SHOTGUN,52.16,0.16,5.038
2022091107,2572,J.Flacco,00-0026158,NYJ,0,0,0,0,middle,short,11,NA,1,0,BAL,home,61,NYJ,3,3,1194,Half2,NYJ,BAL,9,24,44817,Corey Davis,0,FALSE,POST,SHOTGUN,60.11,32.72,4.736
2022091107,2613,L.Jackson,00-0034796,BAL,0,0,0,0,left,short,-1,NA,1,0,NYJ,away,88,BAL,1,3,1177,Half2,NYJ,BAL,9,24,43415,Demarcus Robinson,0,TRUE,FLAT,SHOTGUN,21.11,43.47,1.735
2022091107,2635,L.Jackson,00-0034796,BAL,1,0,15,0,right,short,10,5,1,0,NYJ,away,88,BAL,2,3,1174,Half2,NYJ,BAL,9,24,46155,Mark Andrews,1,FALSE,HITCH,EMPTY,31.04,14.37,2.969
2022091107,2712,L.Jackson,00-0034796,BAL,1,0,55,1,middle,deep,51,4,1,0,NYJ,away,55,BAL,1,3,1034,Half2,NYJ,BAL,9,24,53456,Rashod Bateman,1,FALSE,POST,SHOTGUN,103.98,35.18,4.037
2022091107,2791,J.Flacco,00-0026158,NYJ,1,0,17,0,left,short,13,4,1,0,BAL,home,91,NYJ,1,3,1021,Half2,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,IN,SHOTGUN,32.239999999999995,32.88,2.936
2022091107,2803,J.Flacco,00-0026158,NYJ,1,0,8,0,left,short,1,7,0,0,BAL,home,74,NYJ,1,3,985,Half2,NYJ,BAL,9,24,53463,Elijah Moore,1,TRUE,CROSS,SINGLEBACK,36.349999999999994,48.18,2.684
2022091107,2844,J.Flacco,00-0026158,NYJ,0,0,0,0,middle,short,4,NA,0,1,BAL,home,64,NYJ,1,3,938,Half2,NYJ,BAL,9,24,54501,Breece Hall,0,FALSE,ANGLE,SINGLEBACK,49.72,24.12,4.038
2022091107,2866,J.Flacco,00-0026158,NYJ,1,0,12,0,middle,short,12,0,1,0,BAL,home,64,NYJ,2,3,933,Half2,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,IN,SHOTGUN,58.04,30.87,2.465
2022091107,2891,J.Flacco,00-0026158,NYJ,1,0,12,0,right,short,12,0,1,0,BAL,home,52,NYJ,1,3,908,Half2,NYJ,BAL,9,24,46279,Braxton Berrios,1,FALSE,OUT,SHOTGUN,70.22,2.54,3.07
2022091107,2934,J.Flacco,00-0026158,NYJ,1,0,15,0,middle,short,15,0,0,0,BAL,home,40,BAL,1,4,900,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,1,FALSE,IN,SINGLEBACK,84.56,24.49,2.902
2022091107,2963,J.Flacco,00-0026158,NYJ,1,0,3,0,middle,short,3,0,1,1,BAL,home,25,BAL,1,4,878,Half2,NYJ,BAL,9,24,46279,Braxton Berrios,1,FALSE,SLANT,SHOTGUN,87.53,29.88,2.908
2022091107,2987,J.Flacco,00-0026158,NYJ,1,0,6,0,middle,short,3,3,1,1,BAL,home,22,BAL,2,4,853,Half2,NYJ,BAL,9,24,54501,Breece Hall,1,FALSE,ANGLE,SHOTGUN,91.43,26.55,3.27
2022091107,3115,L.Jackson,00-0034796,BAL,1,0,4,0,right,short,3,1,1,0,NYJ,away,87,BAL,2,4,769,Half2,NYJ,BAL,9,24,46155,Mark Andrews,1,TRUE,HITCH,EMPTY,26.019999999999996,18.77,1.715
2022091107,3139,L.Jackson,00-0034796,BAL,1,0,17,0,right,short,13,4,1,0,NYJ,away,83,BAL,3,4,721,Half2,NYJ,BAL,9,24,46155,Mark Andrews,1,FALSE,CROSS,EMPTY,39.379999999999995,5.91,3.116
2022091107,3184,L.Jackson,00-0034796,BAL,0,0,0,0,left,deep,36,NA,1,0,NYJ,away,62,BAL,2,4,625,Half2,NYJ,BAL,9,24,53560,Tylan Wallace,0,FALSE,CORNER,PISTOL,80.66,48.75,4.077
2022091107,3206,L.Jackson,00-0034796,BAL,0,0,0,0,left,short,3,NA,1,0,NYJ,away,62,BAL,3,4,618,Half2,NYJ,BAL,9,24,54604,Isaiah Likely,0,FALSE,CROSS,SHOTGUN,50.599999999999994,33.15,2.505
2022091107,3253,J.Flacco,00-0026158,NYJ,1,0,17,0,middle,deep,17,0,1,0,BAL,home,68,NYJ,1,4,606,Half2,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,POST,EMPTY,58.04,34.83,2.681
2022091107,3277,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,-3,NA,1,1,BAL,home,51,NYJ,1,4,585,Half2,NYJ,BAL,9,24,46226,Tyler Conklin,0,FALSE,FLAT,EMPTY,57.83,19.8,2.879
2022091107,3299,J.Flacco,00-0026158,NYJ,1,0,6,0,left,short,3,3,1,0,BAL,home,51,NYJ,2,4,581,Half2,NYJ,BAL,9,24,46226,Tyler Conklin,1,TRUE,HITCH,EMPTY,62.21,38.8,1.802
2022091107,3323,J.Flacco,00-0026158,NYJ,1,0,8,0,right,short,2,6,1,0,BAL,home,45,BAL,3,4,545,Half2,NYJ,BAL,9,24,53463,Elijah Moore,1,FALSE,OUT,SHOTGUN,67.12,9.17,2.443
2022091107,3352,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,-5,NA,1,1,BAL,home,37,BAL,1,4,524,Half2,NYJ,BAL,9,24,46226,Tyler Conklin,0,FALSE,HITCH,SHOTGUN,77.45,15.99,3.103
2022091107,3374,J.Flacco,00-0026158,NYJ,1,0,9,0,left,short,-1,10,1,0,BAL,home,37,BAL,2,4,520,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,1,FALSE,SCREEN,SHOTGUN,72.08,43.9,1.301
2022091107,3419,J.Flacco,00-0026158,NYJ,1,0,7,0,right,short,7,0,0,0,BAL,home,28,BAL,4,4,452,Half2,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,CROSS,SINGLEBACK,88.75,15.19,2.937
2022091107,3475,J.Flacco,00-0026158,NYJ,1,0,9,0,right,short,9,0,1,0,BAL,home,31,BAL,1,4,419,Half2,NYJ,BAL,9,24,44817,Corey Davis,1,FALSE,HITCH,SHOTGUN,85.61,7.65,1.806
2022091107,3503,J.Flacco,00-0026158,NYJ,1,0,5,0,right,short,4,1,1,1,BAL,home,22,BAL,2,4,398,Half2,NYJ,BAL,9,24,46226,Tyler Conklin,1,FALSE,HITCH,SHOTGUN,92.17,13.55,1.969
2022091107,3527,J.Flacco,00-0026158,NYJ,1,0,3,0,left,short,2,1,1,0,BAL,home,17,BAL,3,4,359,Half2,NYJ,BAL,9,24,54501,Breece Hall,1,FALSE,OUT,SHOTGUN,94.23,41.7,4.071
2022091107,3551,J.Flacco,00-0026158,NYJ,1,0,4,0,left,short,4,0,1,0,BAL,home,14,BAL,4,4,317,Half2,NYJ,BAL,9,24,53463,Elijah Moore,1,FALSE,HITCH,SHOTGUN,100.17,51.74,2.202
2022091107,3575,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,10,NA,1,1,BAL,home,10,BAL,1,4,293,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,0,FALSE,GO,SHOTGUN,111.33,2.53,1.935
2022091107,3601,J.Flacco,00-0026158,NYJ,1,0,4,0,left,short,3,1,1,0,BAL,home,10,BAL,2,4,289,Half2,NYJ,BAL,9,24,54501,Breece Hall,1,FALSE,ANGLE,SHOTGUN,102.99,37.5,2.203
2022091107,3647,J.Flacco,00-0026158,NYJ,0,0,0,0,left,short,4,NA,1,0,BAL,home,6,BAL,4,4,262,Half2,NYJ,BAL,9,24,53536,Michael Carter,0,FALSE,OUT,SHOTGUN,108.09,38.73,3.337
2022091107,3718,L.Jackson,00-0034796,BAL,1,0,7,0,left,short,2,5,1,0,NYJ,away,97,BAL,1,4,251,Half2,NYJ,BAL,9,24,45268,Patrick Ricard,1,TRUE,FLAT,PISTOL,15.11,44.62,2.269
2022091107,3763,L.Jackson,00-0034796,BAL,0,1,0,0,left,deep,32,NA,1,0,NYJ,away,89,BAL,3,4,169,Half2,NYJ,BAL,9,24,43415,Demarcus Robinson,0,FALSE,GO,SHOTGUN,50.31,50.59,2.202
2022091107,3789,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,4,NA,1,0,BAL,home,43,BAL,1,4,162,Half2,NYJ,BAL,9,24,54501,Breece Hall,0,FALSE,OUT,SHOTGUN,71.11,13.57,3.803
2022091107,3811,J.Flacco,00-0026158,NYJ,1,0,16,0,right,short,1,15,1,0,BAL,home,43,BAL,2,4,157,Half2,NYJ,BAL,9,24,54501,Breece Hall,1,FALSE,FLAT,SHOTGUN,67.81,8.94,1.835
2022091107,3835,J.Flacco,00-0026158,NYJ,1,0,5,0,left,short,5,0,1,1,BAL,home,27,BAL,1,4,151,Half2,NYJ,BAL,9,24,53463,Elijah Moore,1,FALSE,SLANT,SHOTGUN,87.63,35.84,2.002
2022091107,3864,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,12,NA,1,1,BAL,home,22,BAL,2,4,131,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,0,FALSE,GO,SHOTGUN,98.93,3.82,2.317
2022091107,3933,J.Flacco,00-0026158,NYJ,1,0,5,0,middle,short,3,2,1,0,BAL,home,17,BAL,1,4,120,Half2,NYJ,BAL,9,24,53536,Michael Carter,1,FALSE,OUT,SHOTGUN,95.55,33.65,3.06
2022091107,3979,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,0,NA,1,0,BAL,home,12,BAL,3,4,93,Half2,NYJ,BAL,9,24,46279,Braxton Berrios,0,FALSE,OUT,SHOTGUN,97.96,9.05,3.236
2022091107,4047,J.Flacco,00-0026158,NYJ,1,0,19,0,right,deep,18,1,1,0,BAL,home,22,BAL,4,4,78,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,1,FALSE,OUT,SHOTGUN,106.66,7.19,3.301
2022091107,4071,J.Flacco,00-0026158,NYJ,0,0,0,0,right,short,3,NA,1,0,BAL,home,3,BAL,1,4,71,Half2,NYJ,BAL,9,24,54475,Garrett Wilson,0,TRUE,GO,SHOTGUN,117.61,0.82,1.952
2022091107,4115,J.Flacco,00-0026158,NYJ,1,0,3,1,right,short,3,0,1,0,BAL,home,3,BAL,3,4,64,Half2,NYJ,BAL,9,24,46226,Tyler Conklin,1,FALSE,FLAT,SHOTGUN,110.43,7.09,2.102
2022090800,56,J.Allen,00-0034857,BUF,1,0,6,0,right,short,5,1,1,0,LA,away,75,BUF,1,1,1800,Half1,LA,BUF,10,31,42489,Stefon Diggs,1,TRUE,IN,SHOTGUN,39.519999999999996,15.65,2.169
2022090800,122,J.Allen,00-0034857,BUF,1,0,6,0,right,short,-3,9,1,0,LA,away,55,BUF,2,1,1695,Half1,LA,BUF,10,31,47857,Devin Singletary,1,FALSE,FLAT,SHOTGUN,51.480000000000004,16.14,2.903
2022090800,167,J.Allen,00-0034857,BUF,1,0,12,0,middle,short,6,6,1,0,LA,away,47,LA,2,1,1614,Half1,LA,BUF,10,31,42489,Stefon Diggs,1,FALSE,SLANT,EMPTY,67.31,24.4,1.868
2022090800,212,J.Allen,00-0034857,BUF,1,0,8,0,right,short,6,2,1,0,LA,away,34,LA,2,1,1542,Half1,LA,BUF,10,31,52494,Zack Moss,1,FALSE,ANGLE,SHOTGUN,81.65,7.79,4.905
2022090800,236,J.Allen,00-0034857,BUF,1,0,26,1,right,short,15,11,0,0,LA,away,26,LA,3,1,1503,Half1,LA,BUF,10,31,52536,Gabe Davis,1,TRUE,CORNER,I_FORM,98.63,9.94,2.636
2022090800,364,M.Stafford,00-0026498,LA,1,0,23,0,right,deep,22,1,1,0,BUF,home,81,LA,3,1,1405,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,TRUE,CORNER,SHOTGUN,49.93,2.48,4.004
2022090800,414,M.Stafford,00-0026498,LA,1,0,10,0,right,short,-3,13,1,1,BUF,home,57,LA,2,1,1343,Half1,LA,BUF,10,31,43399,Tyler Higbee,1,FALSE,SCREEN,EMPTY,49.27,16.63,2.502
2022090800,438,M.Stafford,00-0026498,LA,1,0,4,0,left,short,-1,5,0,0,BUF,home,47,BUF,1,1,1308,Half1,LA,BUF,10,31,53678,Ben Skowronek,1,TRUE,CROSS,SINGLEBACK,61.53,46.34,3.636
2022090800,486,M.Stafford,00-0026498,LA,1,0,6,0,right,short,6,0,1,1,BUF,home,51,LA,3,1,1253,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,FALSE,GO,EMPTY,63.35,20.45,2.169
2022090800,569,J.Allen,00-0034857,BUF,1,0,10,0,right,short,8,2,1,0,LA,away,85,BUF,3,1,1126,Half1,LA,BUF,10,31,42489,Stefon Diggs,1,TRUE,IN,SHOTGUN,32.11,15.5,1.868
2022090800,593,J.Allen,00-0034857,BUF,1,0,11,0,left,short,-1,12,1,0,LA,away,75,BUF,1,1,1090,Half1,LA,BUF,10,31,42448,Jamison Crowder,1,FALSE,SCREEN,SHOTGUN,33.739999999999995,40.02,1.368
2022090800,617,J.Allen,00-0034857,BUF,1,0,12,0,left,short,12,0,1,0,LA,away,64,BUF,1,1,1052,Half1,LA,BUF,10,31,44985,Isaiah McKenzie,1,TRUE,GO,SHOTGUN,56.07,48.93,2.669
2022090800,646,J.Allen,00-0034857,BUF,1,0,5,0,left,short,-3,8,0,0,LA,away,52,BUF,1,1,1013,Half1,LA,BUF,10,31,47879,Dawson Knox,1,FALSE,SCREEN,SINGLEBACK,55.56999999999999,36.97,2.336
2022090800,692,J.Allen,00-0034857,BUF,1,0,3,0,right,short,1,2,1,0,LA,away,32,LA,1,1,985,Half1,LA,BUF,10,31,42489,Stefon Diggs,1,FALSE,FLAT,SHOTGUN,79.32,9.59,2.769
2022090800,721,J.Allen,00-0034857,BUF,0,1,0,0,right,short,5,NA,1,1,LA,away,29,LA,2,1,945,Half1,LA,BUF,10,31,44985,Isaiah McKenzie,0,TRUE,SLANT,SHOTGUN,86.00999999999999,11.83,1.869
2022090800,775,M.Stafford,00-0026498,LA,1,0,6,0,right,short,5,1,1,1,BUF,home,76,LA,2,1,917,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,FALSE,HITCH,SHOTGUN,38.5,17.59,2.369
2022090800,818,M.Stafford,00-0026498,LA,1,0,1,0,left,short,-4,5,1,0,BUF,home,70,LA,3,2,900,Half1,LA,BUF,10,31,47853,Darrell Henderson,1,TRUE,SCREEN,EMPTY,36.08,47.08,2.703
2022090800,867,J.Allen,00-0034857,BUF,1,0,2,0,right,short,-1,3,0,0,LA,away,68,BUF,1,2,848,Half1,LA,BUF,10,31,52494,Zack Moss,1,FALSE,FLAT,SINGLEBACK,40.48,9.13,2.502
2022090800,954,M.Stafford,00-0026498,LA,0,1,0,0,right,short,6,NA,1,1,BUF,home,36,BUF,2,2,777,Half1,LA,BUF,10,31,43399,Tyler Higbee,0,FALSE,OUT,SHOTGUN,77.66,5.44,2.675
2022090800,1030,J.Allen,00-0034857,BUF,1,0,10,0,left,short,10,0,1,0,LA,away,60,BUF,3,2,704,Half1,LA,BUF,10,31,52536,Gabe Davis,1,FALSE,HITCH,SHOTGUN,60.08,37.48,2.102
2022090800,1102,J.Allen,00-0034857,BUF,1,0,2,0,left,short,-3,5,1,1,LA,away,25,LA,2,2,577,Half1,LA,BUF,10,31,52494,Zack Moss,1,TRUE,FLAT,SHOTGUN,81.89,42.82,1.835
2022090800,1126,J.Allen,00-0034857,BUF,0,0,0,0,left,deep,17,NA,1,0,LA,away,23,LA,3,2,535,Half1,LA,BUF,10,31,52536,Gabe Davis,0,FALSE,OUT,SHOTGUN,99.71,49.48,2.102
2022090800,1208,M.Stafford,00-0026498,LA,0,0,0,0,left,short,5,NA,0,0,BUF,home,56,LA,2,2,489,Half1,LA,BUF,10,31,53486,Tutu Atwell,0,FALSE,OUT,SINGLEBACK,59.06,46.05,3.103
2022090800,1230,M.Stafford,00-0026498,LA,1,0,12,0,left,short,7,5,1,0,BUF,home,56,LA,3,2,484,Half1,LA,BUF,10,31,53678,Ben Skowronek,1,FALSE,HITCH,SHOTGUN,60.65,32.62,2.436
2022090800,1286,M.Stafford,00-0026498,LA,1,0,6,0,left,short,0,6,0,0,BUF,home,36,BUF,1,2,409,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,TRUE,CROSS,SINGLEBACK,72.96000000000001,44.55,2.937
2022090800,1334,M.Stafford,00-0026498,LA,1,0,12,0,left,short,12,0,1,1,BUF,home,40,BUF,3,2,342,Half1,LA,BUF,10,31,41290,Allen Robinson,1,TRUE,HITCH,EMPTY,82.61,42.76,4.338
2022090800,1358,M.Stafford,00-0026498,LA,1,0,3,0,right,short,-2,5,1,0,BUF,home,28,BUF,4,2,294,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,FALSE,SCREEN,EMPTY,80.71000000000001,15.36,1.568
2022090800,1427,M.Stafford,00-0026498,LA,1,0,4,1,right,short,4,0,1,0,BUF,home,4,BUF,2,2,185,Half1,LA,BUF,10,31,44881,Cooper Kupp,1,FALSE,CORNER,EMPTY,119,4.53,2.499
